	_id	about	about_en	category	checked	description	description_en	engagement	error	id	likes	location	name	name_en	phone	phone_en	relevant	retrieved	start_info	start_info_clean	talking_about_count	website	website_en
1013	{u'$oid': u'5614a126c5fd9419732fcab2'}		Book publisher management, accounting and economics	Media/News/Publishing	[1445917732]		"Activity in the field of publishing and distribution of books in the humanities (management, accounting and finance)
Collaboration with professors in the field of publishing and distributing books:
 Tehran University School of Management:
Messrs. Hossein Safari doctor, doctor Arian Gholipour, doctor A. Jafarnezhad, doctor Mohammad Haghighi, Mohammad Reza Rating doctor, doctor K. Mehrani, doctor M. Ansari, doctor A. Monavarian.
Tarbiat Modares University:
Gentlemen: Good knowledge of the individual doctor, doctor Azar, doctor A. Krdnayyj.
Martyr Beheshti University:
Messrs. GH Solar doctor, doctor Mohammad Ali Haghighi.
Allameh Tabatabaei University:
Mahmoud Mohammedan doctor, doctor Seyed Abtahi, Mir Ali Syed Naqvi doctor, doctor Mohammad Khanbashi.
Working with teachers including:
Safarzadeh doctor, doctor Ahmed H., doctor Vida Mojtahedzade, doctor Zahra religion Dailami, Kambiz Heidarzadeh doctor, doctor HR rezvani, doctor A. Technology.
It centers on a bank's books, online Znjyrh¬Ay based company, research and development project management Petrochemical Company, Bank Sinai audit firm is co-thinkers index.
The institute is working on book player with the following centers:
Tehran University, Allameh Tabatabai University, the Office of the researcher-cultural, Faculty of Economics, Center for expediency, Reed Publishing, publisher learned, Imam Sadiq University and ...
Site Inserts kind book:
www.MehrabanPub.com
www.MejrabanSHop.com"	591		6.66250796739e+14	591.0	{u'city': u'Tehran', u'zip': u'1314965351', u'country': u'Iran', u'longitude': 51.42151, u'street': u'number 189- ave labafi nejad- ave 12farvardin-ave enqelab', u'latitude': 35.69439}	کتاب مهربان	kind book	66952090			1444192296.05			0.0	http://www.Mehrabanshop.com http://www.MehrabanPub.com	http://www.Mehrabanshop.com http://www.MehrabanPub.com
769	{u'$oid': u'5606253fc5fd94556740ea8b'}		Sports Page in solidarity with Madrid	Community	[1445327801]			437		4.18382618277e+14	437.0		ريال مدريد أسياد أوروبا	real madrid masters of europe				1443243068.04			0.0	http://realmadrid.com http://realmadrid.com	http://realmadrid.com http://realmadrid.com
276	{u'$oid': u'560262cfc5fd9455673ea9a7'}		Star News and the scenes of European football and the World and the follow-up to all international football events minute Bdeghih	Community	[1444955718]		Star News European football, the scenes of the pellet-star European, news and European fixtures, provide summaries of the games and many of the news,	394		7.27882250559e+14	394.0		نجوم أوروبا	star europe				1442996837.71			0.0		
438	{u'$oid': u'5603357dc5fd9455673fb7bd'}			Community	[1448691030]			380		1.57751154293e+14	380.0		زواج عرب اوروبا من الوطن العربي	arabs marriage europe from the arab world				1443050804.57			0.0		
946	{u'$oid': u'5614454cc5fd9419732f9f22'}			Society/Culture Website	[1448746175]		". I love the idea is to promote a culture of philanthropy and helping to mediocrity. The project, under the charity ""Rhpvyan Testament Mana"" the honorable poor who are inevitably caught the big problems is our hope and revival. How the turnout at the ""kind greetings"" on the first Monday of the season, people in restaurants a member of the ""kindness hello"", we invite you to kindly offered to spend their food. The percentage of income that day restaurant management to make this plan allocates. Also feel and power, individuals can pay directly into the account of this plan by the POS machine built specifically for the kind greetings, deposit."	354		9.74250752606e+14	354.0		مهربانی سلام	hi kindness				1444168887.71			0.0	http://www.mehrabanisalam.com	http://www.mehrabanisalam.com
946	{u'$oid': u'5614454cc5fd9419732f9f22'}			Society/Culture Website	[1448746175]		". I love the idea is to promote a culture of philanthropy and helping to mediocrity. The project, under the charity ""Rhpvyan Testament Mana"" the honorable poor who are inevitably caught the big problems is our hope and revival. How the turnout at the ""kind greetings"" on the first Monday of the season, people in restaurants a member of the ""kindness hello"", we invite you to kindly offered to spend their food. The percentage of income that day restaurant management to make this plan allocates. Also feel and power, individuals can pay directly into the account of this plan by the POS machine built specifically for the kind greetings, deposit."	354		9.74250752606e+14	354.0		مهربانی سلام	hi kindness				1444168887.71			0.0	http://www.mehrabanisalam.com	http://www.mehrabanisalam.com
397	{u'$oid': u'560309abc5fd9455673f94cb'}		"عنوان الجالية
Yemeni COMMUNITY IN EUROPE
7TH AVENUE LOUISE MICHEL
25000 BESANCON FRANCE
0033642985327
 communauteyemenite@gmail.com"	Community	[1448678326]		"The objectives of the community:
1.alhvaz to strengthen the bonds of friendship between the members of the Yemeni community in Europe.
2.nscher Yemeni culture between the peoples of Europe and the exchange of their traditions by organizing cultural events in various European countries and the purpose of which is to promote and organize social activities and practice of cultural, artistic and promote the spirit of mutual aid between Yemenis in Europe and the European peoples 3.tid humanitarian activities to support our citizens in Yemen.
4.bina link between expatriates in Europe and the Yemeni government at home.
2.ohdv students:
1.almcharkh in resolving the problems and difficulties faced by the students.
2. Documentation Alroaat brotherhood among students and strengthen the spirit of harmony, love and cooperation among them.
3. Draw good image for Yemen and the Yemeni culture through the activities and celebrations of national holidays.
4. trading and share opinions and ideas."	334		5.50555085037e+14	334.0		الجالية اليمنية في أوروبا	yemeni community in europe				1443039421.1			0.0	https://www.facebook.com/pages/getting_started?page_id=550555085036667	https://www.facebook.com/pages/getting_started?page_id=550555085036667
401	{u'$oid': u'56030c18c5fd9455673f95ca'}		Vhaaaaaa Alhlava and the Alshykvlth	Community	[1444663635, 1449022653, 1449220592, 1449549849, 1449791216, 1450137748]			330		2.95036870592e+14	330.0		اوروبا الحلم الضائع	europe lost dream				1443039909.14			0.0		
452	{u'$oid': u'560342b6c5fd9455673fc67f'}		♥ We first page of that name on Facebook Ohdhiro Altkulaiaad ♥	Community	[1448693468]			324		5.3048224366e+14	324.0		اوروبا الحلم الضائع	europe lost dream				1443054145.29			0.0		
1103	{u'$oid': u'561535dcc5fd941973301627'}		Page clothes	Community	[1445986724]			324		4.59040327493e+14	324.0		الجنة مطلبى والنار مهربى	paradise my demand and fire smugglers				1444230241.95			0.0		
1026	{u'$oid': u'5614b662c5fd9419732fd443'}		Buy Dstsakhth artists for children with cancer (Shfajvyan children with cancer charity (musk))	Community	[1445923994]			314		5.2444894429e+14	314.0		دستهای مهربان	gentle hands				1444197855.25			0.0	http://moshk-charity.org	
1029	{u'$oid': u'5614bab8c5fd9419732fd719'}		Be kind ... mark my eyes and my dear flower rainbow bridge be ... caught wind of me You put the garden day and night ... and after a stay anonymous	Community	[1445925592]			288		2.26908654046e+14	288.0		با من مهربون باش	be nice to me				1444198598.04			0.0	Website	
732	{u'$oid': u'5605c8d5c5fd94556740d02c'}		Organizing trips in Europe	Community	[1445314312]		"Fences and tourism services agency specialized in organizing trips inside and outside Morocco in addition to our new service study in Germany
We offer our customers for our distinctive services, a variety of tours for all age groups, and make sure you the best price and quality in services
Our agency is available to qualified human resources to offer you our services with the best
Our agency is always at your disposal seven days a week and around the clock for your service and to provide assistance
We are pleased and honored that you will be one of our customers and we wish you the happiest times"	284		6.3264292345e+14	284.0		السياحة في اوروبا	tourism in europe				1443219577.95			0.0	http://www.aswarvoyages.com	http://www.aswarvoyages.com
476	{u'$oid': u'56035d14c5fd9455673fddfc'}			Community	[1444408647, 1449010319, 1449203556, 1449530286, 1449629827, 1450119449]			240		3.48877921827e+14	240.0		أوروبا ثم الموت	europe then death				1443060932.15			0.0	http://www.habbo.com	
460	{u'$oid': u'56034c72c5fd9455673fd0b3'}		صوت مصر من اوروبا ! Voice of Egypt from Europe ! Voce d'Egitto da Europa ! Voix de l'Egypte de l'Europe ! Voice of Ägypten aus Europa	Media/News/Publishing	[1448695016]		"Voice of Egypt from Europe
We are a group of both sexes do not follow any party does not treat others with their morals, but we deal Bokhalaguena As imposed on us the religious and moral values ​​and our love for our beloved Egypt or the world and speak to all communities and associations and the Egyptian Alnoay abroad to be the hand of one to emerge from this difficult economic plight and had already asked of every Egyptian abroad in Egyptian Conference held abroad in 1987 and in this time we were under the auspices of the Ministry of Immigration and Egyptians abroad and the result was a rise in the import, export and remittances from Egyptians and an increase in the number of foreign tourists to Egypt and this is all due to unite the thought of Egyptians abroad for one purpose is to build and reconstruction and the development of Egypt from the developed countries to take its place on the world stage of civilization and this requires the following:

1. Return the Department of Immigration and Egyptians abroad, a fundamental pillar to unite all communities, associations, clubs and associations and unions in the Egyptian abroad to be hand and one for Egypt.

2. work and Altenseeiq between all Egyptians living in foreign countries to assist each other and to facilitate the needs of Egyptians, wherever they are and its office with the Department of Immigration.

3. The work of the national number for each Egyptian Egyptian territory outside their legal right to give him an Egyptian in the elections, and other rights and duties towards his country.

4. The exercise of political rights for all Egyptians and every citizen of Egyptian nationality according to the law at home and abroad.

4. wishes every Egyptian town of beloved Egypt remain the best country in the world - and we call on everyone in order to support the Egyptian product that we say (bought Egyptian)"	208		1.81658778607e+14	208.0		صوت مصر من اوروبا	voice of egypt from europe				1443056223.85			0.0		
752	{u'$oid': u'5605f9bac5fd94556740d9e6'}		اتصل بنا الان dabonde_jo@yahoo.com hunter_minor_2007@yahoo.com +201003484645 +201001463674	Community	[1445318759]		"اتصل بنا الان
dabonde_jo@yahoo.com
hunter_minor_2007@yahoo.com
+201003484645
+201001463674"	207		2.03803626369e+14	207.0		ادرس واعمل في اوروبا وامريكا	study and work in europe and america				1443232074.95			0.0		
876	{u'$oid': u'56129dd7c5fd9419732f7824'}		To inquire about Alliot that in Jordan, Turkey, Egypt and Lebanon	Media/News/Publishing	[1445906135]			201		1.50981327927e+15	201.0	{u'city': u'jbehi', u'zip': u'00962'}	كافة المعلومات التي تخص طالبي اللجوء	all information pertaining to asylum seekers	00962797753603			1444060519.84			0.0		
795	{u'$oid': u'56066f96c5fd94556740fc06'}		He described the case of the Egyptian citizen in the nature of the atmosphere and the case	Community	[1445879161]		◈☻◈☻◈☻◈☻◈☻◈☻◈☻◈☻◈☻◈☻◈☻◈☻◈ ░█░░░█░█░▄▀░█▀▀░░░░▀█▀░█░█░█░▄▀▀░ ░█░░░█░█▀░░░█▀░░▄▄░░█░░█▀█░█░░▀▄░ ░█▄▄░█░█░▀▄░█▄▄░░░░░█░░█░█░█░▄▄▀░ ◈☻◈☻◈☻◈☻◈☻◈☻◈☻◈☻◈☻◈☻◈☻◈☻◈	199		3.4679092535e+14	199.0		الجو جو أوروبا والعيشه عيشت صومال	joe air europe and dignified living eshet somalia				1443261775.85			0.0		
783	{u'$oid': u'56065020c5fd94556740f5cf'}		Providing assistance and consulting for the travel routes to Europe from Ukraine and to all European countries	Consulting/Business Services	[1445873667]			199		5.92552274151e+14	199.0	{u'city': u'Kyiv', u'country': u'Ukraine'}	من اوكرانيا الى اوروبا	from ukraine to europe	<<not-applicable>>			1443254215.74			0.0		
896	{u'$oid': u'5612d739c5fd9419732f85c2'}		Amariya shelter bombing ... indicates a lack of humanitarian Wu brutal occupier between us and those who call for freedom and democracy do not recognize nor not Bahod charters	Community	[1444876885]		February 1991 after twenty years back No. 25 shelter or refuge Amiriya to memory again will not forget those scenes broadcast on Iraqi television. We will not forget the series of crimes against the Arab nation Vbakcef deliberate by two F -117 carry smart bombs destroyed the shelter in advance is known as a refuge to the taking of 400 pure spirit of innocent women and children and the elderly. Our belief that crimes no statute of limitations and that the martyrs Akram from all of us we have created this page for you receive your contributions valuable regards Bkljo Amiriya of certificates and photographs and video.	195		1.8175804521e+14	195.0		ملجأ العامرية	amiriya shelter				1444075188.2			0.0		
1072	{u'$oid': u'56150a86c5fd94197330029f'}			Community	[1445973243]		Our appointment on April 25 - -Your honor Rayes Rayes for insulting - not to change the structures that carry Rayes name names - against Egypt going from Tahrir Square - the army and the support of the Council's military-Rayes, the people and the police and army backed one	194		2.1644874837e+14	194.0		الريس عنده اصل مهربش بره مصر	rais has continued mehrbh righteousness egypt				1444218712.29			0.0		
65	{u'$oid': u'55fb5c4bc5fd9455673c3b55'}		What we want is the benefit of science in various fields. And recreation enter a pleasure to your hearts	Community	[1444660910, 1449019778, 1449217663, 1449546544, 1449787694, 1450134903]			167		4.38788442799e+14	167.0		مهاجرون يرتجون الجنان	jinan immigrants artjon				1442536467.25			0.0		
650	{u'$oid': u'5603ff15c5fd94556740750c'}		"Few of silence we are the masters!
Few of silence we are the champions!
We are a small club of silence century!"	Community	[1448696351]			166		5.87819824666e+14	166.0		عـمـلاق آُوروبا hala madrid	giant europe hala madrid				1443102322.53			0.0		
736	{u'$oid': u'5605cd79c5fd94556740d115'}		Someday God create :)	Community	[1445315076]			159		6.71884462831e+14	159.0		أوروبا لي تهنينا	europe me thnina				1443220685.84			0.0		
767	{u'$oid': u'56061f18c5fd94556740e68a'}		Bndharh starts mediating the marriage ends with a kiss; Then ends happily and harmony Kkkkkkkk	Community	[1445324694]		"A small page with great ideas stating lovers immigration to Europe Khkhkhkh
Tips and Jokes"	159		1.51613410528e+15	159.0		الهجرة الى أوروبا	immigration to europe				1443241655.81			0.0		
940	{u'$oid': u'5613dfeac5fd9419732f9b03'}		"مهاجرون للتصميم والدعايه للصفحات الأسلاميه ...
http://www.facebook.com/elhegra
https://www.twitter.com/elhegra"	Small Business	[1444348892, 1448996089, 1449180217, 1449503125, 1449608157, 1450106989, 1450199691]		"Immigrants for design and advertising pages of Islamic ...
We design and advertising pages Islamism, scientific, cultural, news
As long as something does not publish an ..
Contrast to the propaganda / publishing Hua page: Immigration to light www.facebook.com/elhegra
By contrast to the design / Hua put a copy of the Koran in the nearest mosque and calculating pay you and me, or donate a few Bjnehat cancer two hospitals for children, or any two hospitals need of money or any orphanage ..
These design requirements May Allah reward you and God is witness between me and you that the failure of one .."	152		2.09153935899e+14	152.0		مهاجرون للتصميم والدعايه للصفحات الأسلاميه	immigrants for design and advertising pages of islamic	<<not-applicable>>			1444142621.7			0.0	http://www.facebook.com/elhegra https://www.twitter.com/elhegra	http://www.facebook.com/elhegra https://www.twitter.com/elhegra
470	{u'$oid': u'560356f2c5fd9455673fd826'}		How to get to Europe and humanitarian asylum request	Travel/Leisure	[1445033901]			146		2.28542527312e+14	146.0		الطريق الى أوروبا	the road to europe				1443059360.75			0.0		
741	{u'$oid': u'5605da2cc5fd94556740d577'}			Travel/Leisure	[1445316703]		Interested forum travel and tourism ... and a specialist in European countries	127		1.79382948777e+14	127.0		منتدى أوروبا بعيون عربية	europe through the eyes of an arab forum				1443223457.4			0.0	http://www.3eyon3rabia.com	http://www.3eyon3rabia.com
531	{u'$oid': u'56038e12c5fd945567400931'}		Forum for the Arab community in all of Europe	Community	[1445061550]		We meet and we meet all of our brothers the Arabs Arab community in Europe - Britain, France, Germany, Italy, Sweden and all the countries of Europe	117		2.03331019698e+14	117.0		ملتقى الجاليه العربيه في اوروبا europe arab.com	forum arab community in europe europe arab.com				1443073468.73			0.0	http://www.europe-arab.com	http://www.europe-arab.com
734	{u'$oid': u'5605c9fec5fd94556740d099'}		les argumument de lady gaga	Community	[1445314798]			116		1.69294969931e+14	116.0		اوروبا تحلالي لمعيشة	europe thlala of living				1443219850.75			0.0	http://www.facebook.com	
1125	{u'$oid': u'56154cdac5fd941973301d89'}		Man Compassionate, the Merciful	Community	[1446045197]			110		7.00755019942e+14	110.0		به نام انسان بخشنده مهربان	man compassionate  the merciful				1444236434.16			0.0		
844	{u'$oid': u'56128278c5fd9419732f5fa1'}			Travel/Leisure	[1445896282]			107		1.40269316671e+15	107.0		اللجوء	asylum				1444053516.9			0.0		
701	{u'$oid': u'5605329ac5fd94556740abde'}		Lyoum Rani Hna, Ghédwa Makachniii	Community	[1445298365]			104		5.43151149086e+14	104.0		اوروبا تنادي	europe calling				1443181089.6			0.0		
1040	{u'$oid': u'5614c6cdc5fd9419732fddea'}			Local Business	[1445930779]			103		4.16518331753e+14	103.0	{u'street': u'رشت خبابان مطهری روبروی بانک اینده'}	فرش مهربان	carpets kind				1444202114.08			0.0		
774	{u'$oid': u'56062d9cc5fd94556740f3d7'}			Community	[1445331541]			84		1.51784194511e+15	84.0		زيارة البلقان / أوروبا   visit balkan / europe	balkan / europe   visit visit balkan / europe				1443245317.52			0.0		
856	{u'$oid': u'56128f3dc5fd9419732f71e3'}		asylum seekers	Company	[1445901909]			84		2.39080879581e+14	84.0		طالبي اللجوء	asylum seekers			0.0	1444056822.31			0.0		
779	{u'$oid': u'5606422cc5fd94556740f441'}			Local Business	[1445331998]			84		9.18016728255e+14	84.0	{u'city': u'Turhal', u'zip': u'009', u'country': u'Turkey', u'longitude': 36.0811, u'street': u'اسطنبول', u'latitude': 40.3875}	الوصول الى اوروبا	to reach europe	053747834969			1443250657.51			0.0		
1099	{u'$oid': u'56152b3cc5fd9419733010d5'}		Letters, sentences and pain and our hearts close to death in writing.	Community	[1445983421]		"Do you, for us who are tired of all Chyzym, tired of endless tyranny and tyrants who oppress Mrznd in greedily, crying mothers and fathers who adopt young people and for those mothers who pass on the blood of youth to be released all political prisoners, yes I hope the government tell us open, you tell us ... Say that your voice is good ...!
Today, on this page you write letters, we are with you heart and pain and hope and strength to continue to wait for your freedom.
Mir kind, come the hard way, strange to walk needs

.................................................. ......................................

"	69		1.26373780775e+14	69.0		نامه ای به آن میر مهربان	it is a kind death				1444227719.48			0.0		
874	{u'$oid': u'56129d01c5fd9419732f77ff'}		Our leader forever prophet Mohammed	Community	[1445905960]			67		1.28503970647e+14	67.0		سوري ببلد اللجوء	syrian country of asylum				1444060131.68			0.0		
1070	{u'$oid': u'56150495c5fd9419732ffd0e'}			Community	[1445970900]		Merciful wise and good man Taken my speech I / I speak without my tongue, although many / any significant problem, solve the problem of I / Pndt I know a lot of advice my friend / I artist friends, with profit and Zyanm / Do not forget me, I Assistant Merciful	65		4.66298100071e+14	65.0		من یار مهربانم	my sweetheart sweet one				1444217902.25			0.0		
749	{u'$oid': u'5605e9ddc5fd94556740d96f'}		https://www.facebook.com/pages/getting_started?page_id=183504298503311	Community	[1445318470]			64		1.83504298503e+14	64.0		أوروبا و تحلى الحياة	europe and shown life				1443227889.69			0.0		
821	{u'$oid': u'560ef871c5fd945416896874'}		Issuance and renewal of Syrian passports	Business Services	[1445891836]			62		8.51968484872e+14	62.0	{u'latitude': 36.8, u'city': u'Mersin', u'street': u'مرسين', u'longitude': 34.6333, u'country': u'Turkey'}	الهجرة الى اوروبا	migration to europe	00905399423506			1443821615.78			0.0		
949	{u'$oid': u'561447f4c5fd9419732f9f74'}			Community Organization	[1448746890]			62		3.35814696454e+14	62.0		مهربانان	merciful				1444169229.95			0.0	http://mehrbannan.blogspot.com/	http://mehrbannan.blogspot.com/
813	{u'$oid': u'5606a2bec5fd9455674106ae'}		To Tou England - Switzerland - France - German - Italy - Spain - Portugal .....	Community	[1445886202]			58		7.15087991849e+14	58.0		و تبقى اوروبا الحلم الضائع	and europe remain a dream lost				1443275365.92			0.0	https://www.facebook.com/abonne.t.jerend?ref=tn_tnmn https://www.facebook.com/abonne.t.jerend?ref=tn_tnmn	https://www.facebook.com/abonne.t.jerend?ref=tn_tnmn https://www.facebook.com/abonne.t.jerend?ref=tn_tnmn
950	{u'$oid': u'5614483cc5fd9419732f9f75'}		Kindly hearts closer together	Community	[1448746962]			58		1.24911174344e+14	58.0		مهربانی	kindness				1444169726.68			0.0	http://hhhh.com	
831	{u'$oid': u'560fe274c5fd945416896d06'}		"Page Arabs in the European continent <3
Entertainment-interactive-social-assistance"	Community	[1445892729]			55		4.71620829667e+14	55.0		عرب أوروبا arabs europe	arabs arabs europe europe				1443881526.38			0.0		
890	{u'$oid': u'5612a94ac5fd9419732f7e46'}			Local Business	[1445912720]			54		3.56740331095e+14	54.0	{u'latitude': 32.87519, u'city': u'Tripoli', u'street': u'شروط اللجوء', u'longitude': 13.18746, u'country': u'Libya'}	السفارة السويسرية	swiss embassy	00963956553528			1444063497.11			0.0		
873	{u'$oid': u'56129bd4c5fd9419732f77a3'}			Community	[1445905737]			51		5.08091299254e+14	51.0		السوريونالباحثون عن اللجوء	alsurionalbageson for asylum				1444060027.83			0.0		
1010	{u'$oid': u'56149ca2c5fd9419732fc93e'}			Community	[1448985658]			46		1.20409038133e+14	46.0		سگها مهربونن	dogs mhrbvnn				1444191310.76			0.0		
122	{u'$oid': u'5600628bc5fd9455673d6b75'}		Page social and recreational gathering expatriates Europe	Community	[1444398058, 1448997118, 1449180852, 1449503747, 1449608847, 1450107605, 1450200310]			44		5.9452463069e+14	44.0		اوروبا	europe				1442865801.37			0.0		
839	{u'$oid': u'560fff9fc5fd945416896d5e'}		"Insurance ways to move to Europe in ways
Sea and air and ground
And at affordable prices and excellent service
Helping to choose the most appropriate country for asylum"	Community	[1445893391]			43		7.89763187758e+14	43.0	{u'city': u'Mersin', u'street': u'مرسين تركيا', u'country': u'Turkey'}	الانتقال الى اوروبا	jump to europe	05331389593			1443888969.82			0.0	http://www.Facebook.com	
1039	{u'$oid': u'5614c677c5fd9419732fddd8'}		All the words of this world do not fill the void while Wiggin of love	Community	[1445930698]			42		7.32141516894e+14	42.0		لا مهرب من الحب	no escape from love				1444202015.86			0.0	http://Zakaria.laiouni.3	http://Zakaria.laiouni.3
956	{u'$oid': u'56145381c5fd9419732fa3b4'}			Community	[1448896080]			40		2.80856541933e+14	40.0		مهربان	affectionate				1444172581.85			0.0		
902	{u'$oid': u'5612dc3fc5fd9419732f8846'}			Community	[1444878252]		"Dido de remained a refuge for all the youth of the country in which every need of the needle to the rocket Htlaqy
Playstation and internet access, ping pong and billiards soon and in expansions, but is rigid Jaiv of envy and Ahan nobody Icolo Where did you get this
As usual Hicol this by the grace of my Lord"	37		1.37954249626e+14	37.0	{u'street': u'شارع توتو بتاع الفول و الطعمية', u'zip': u'02047'}	ملجأ الديدو	shelter aldido				1444076519.67			0.0	www.dedo-ps.com	
1034	{u'$oid': u'5614bcf2c5fd9419732fd753'}		A happy family is but an earlier heaven is not. George Bernard Shaw	Community	[1445926093]			36		5.31641650258e+14	36.0		خانواده مهربانی	family friendly				1444199449.55			0.0		
633	{u'$oid': u'5603f0a1c5fd945567406a57'}		Are you an immigrant from the local church and the Church of you looking for your new home in Europe? Welcome among us	Community	[1444874322]		"On this page we meet together as a church and one Arab various denominations as one body to the Lord Jesus to him all the glory in all of Europe
To get to know each other and there will be a joint opportunities
Us together to serve and attend spiritual conferences and spiritual days ..fmn Please if you are a member of a church in the diaspora in Europe Vastrk with us and I call on others from your brothers Subscribe to us under the umbrella of the One Church across Europe."	34		5.16943505055e+14	34.0		رابطة الكنائس العربية بمختلف طوائفها في أوروبا	association of arab churches of various denominations in europe				1443098694.1			0.0	http://www.eag-schweiz.ch/	http://www.eag-schweiz.ch/
71	{u'$oid': u'55fb5d68c5fd9455673c3bef'}		"""Asked PBUH immigration any better? He said:"" It is the abandonment of what God has forbidden. ""
Not necessarily move from Mkan..anma transmission is the soul of serenity and confidence"	Community	[1444347263, 1448993281, 1449178442, 1449500916, 1449606116, 1450105451, 1450197977]			29		5.28535763848e+14	29.0		immigrants to obey allah					1442536761.63			0.0		
963	{u'$oid': u'5614559ac5fd9419732fa3d7'}			Community	[1448897026]			28		1.57270860966e+14	28.0		مهربون	kind				1444173148.44			0.0		
1123	{u'$oid': u'56154c21c5fd941973301d86'}		Kyvkyv a cultural community with the aim of creating peace, equality and compassion between all Iranians.	Community	[1446045043]			28		3.12617602219e+14	28.0		کیوکیو  جامعه مجازی برای گسترش صلح، برابری و مهربانی بین ایرانیان	kyvkyv  community to promote peace  equality and compassion among iranians				1444236247.36			0.0	http://myqq.ir	
1118	{u'$oid': u'561549aec5fd941973301d34'}			Community	[1446044386]			26		5.60572690737e+14	26.0		عمر اللى جرالنا ماكان محسوب بس مافيش مهرب من المكتوب	omar elly jrna mccann calculated bs mavi escape from the written				1444235558.77			0.0		
914	{u'$oid': u'5612e9a4c5fd9419732f8d91'}		It will not be freed until the Almertahin Vlttsan	Community	[1444919852]			22		2.00236913477e+14	22.0		فـــلــســطـــيــن أسرها المستعمرين حتى صارت ملجأ للمساكين	palestine captured colonists until it became a refuge for the poor				1444079940.31			0.0		
814	{u'$oid': u'5606a306c5fd9455674106af'}		We can drive you safely within 3 days to European countries	Community	[1445886273]			21		5.16125681818e+14	21.0		السفر إلى أوروبا للسوريين	travel to europe for the syrians				1443275465.66			0.0		
1016	{u'$oid': u'5614a3bec5fd9419732fcdab'}			Community	[1445918337]			20		3.25165680861e+14	20.0		مهربون باشیم mehrabani	we kind mehrabani				1444193111.33			0.0		
957	{u'$oid': u'561453dfc5fd9419732fa3cb'}			Community	[1448896397]			19		7.33946739996e+14	19.0		مهربون	kind				1444172684.3			0.0		
970	{u'$oid': u'56145defc5fd9419732fa6d6'}			Business Person	[1448901033]			19		1.61397965553e+15	19.0		دوستان مهربان	compassionate friends				1444175281.65			0.0		
1058	{u'$oid': u'5614fa6dc5fd9419732ff89c'}		I entrust my religion is the beautifully well .... I'm making religion is kindness Rastaysh	Community	[1445960301]			17		5.24942004197e+14	17.0		دریایی مملو از مهربانی	sea full of kindness				1444215327.57			0.0	http://www.facebook.com	
1062	{u'$oid': u'5614fdd5c5fd9419732ffa5b'}		The free version of your page.	Community	[1445961701]			17		6.35072386517e+14	17.0		روباه مکار مهربان	wily fox kind				1444215841.16			0.0		
882	{u'$oid': u'5612a116c5fd9419732f79ae'}		*** Instructions ***	Community	[1445907268]			16		2.12186768895e+14	16.0		اسمي مشتق من الهداية لكني عبد ضعيف دائم اللجوء الى ربه	my name is derived from the guidance but abdul weak permanent asylum to his lord				1444061300.53			0.0		
1074	{u'$oid': u'56150c26c5fd941973300315'}			Company	[1445973801]			16		1.23658047714e+14	16.0		سلفون مهربانی	stretch kindness			0.0	1444219874.28			0.0		
54	{u'$oid': u'55fb59f2c5fd9455673c3a37'}			Community	[1444659055, 1449018000, 1449215741, 1449544178, 1449785223, 1450133112]			15		1.61702231855e+15	15.0		مهاجرون	immigrants				1442535910.22			0.0	http://www.mohageron.com	http://www.mohageron.com
1130	{u'$oid': u'56154e71c5fd941973301da7'}			Local Business	[1446045584]			14		1.52385286122e+15	14.0	{u'latitude': 30.253123, u'city': u'Qesm El Obour', u'longitude': 31.4624086}	مدرسه مهربان التجريبيه بالعبور	school mehriban experimental cross				1444236853.39			0.0		
925	{u'$oid': u'5612f176c5fd9419732f9a65'}			Local Business	[1448735489]			13		7.37561409612e+14	13.0	{u'latitude': 31.716341, u'city': u'Beit Jala', u'street': u'Bet Jala', u'longitude': 35.187332, u'country': u'Palestine'}	ملجأ القديس نيقولاس للعجزه	sanctuary of st. nicholas for the disabled				1444081978.17			0.0		
1115	{u'$oid': u'56154885c5fd941973301d13'}		Merciful Mother	Community	[1446044075]			12		2.29914443843e+14	12.0		مادر مهربانم	merciful mother				1444235336.32			0.0		
679	{u'$oid': u'5604c840c5fd945567409a50'}			Local Business	[1448711683]			12		7.03021009795e+14	12.0	{u'latitude': 33.5924955, u'longitude': 36.3095335}	اوروبا السورية	syrian europe				1443153923.86			0.0		
810	{u'$oid': u'56069acbc5fd9455674105db'}		((Bhkharbin Bo Bhaja Ashghani Europe Amandjeman Khozmht Cardna Aaoha Khoshhuesth))	Community	[1445885615]			11		3.94432617409e+14	11.0		اشقاني اوروبا	ashghani europe				1443273351.49			0.0		
828	{u'$oid': u'560fb751c5fd945416896cd5'}			Community	[1445892507]			11		1.49405152425e+15	11.0	{u'street': u'top'}	الهجرة نحو اوروبا¥	immigration to europe ¥				1443870482.81			0.0	http://live.com/	
1052	{u'$oid': u'5614e22fc5fd9419732fec11'}			Community	[1445947443]			11		1.51256528361e+14	11.0		پناهی مهربان	panahi kind				1444209127.82			0.0		
978	{u'$oid': u'561469edc5fd9419732fadea'}		This page searches the kindness parties hope to cooperate with others as much as you loved ........	Community	[1448907548]			10		1.59705938722e+15	10.0		مهربانان	merciful				1444178349.49			0.0		
